,Name of the Company,BSE_Symbol,NSE_Symbol
1638,MBL Infrastructure Ltd,533152,MBLINFRA
1639,Nahar Industrial Enterprises Ltd,519136,NAHARINDUS
1640,Zim Laboratories Ltd,541400,ZIMLAB
1641,Vinyl Chemicals (I) Ltd,524129,VINYLINDIA
1642,H T Media Ltd,532662,HTMEDIA
1643,Mirza International Ltd,526642,MIRZAINT
1644,Dhampur Bio Organics Ltd,543593,DBOL
1645,SRG Housing Finance Ltd,534680,SRGHFL
1646,Manaksia Ltd,532932,MANAKSIA
1647,Raj Television Network Ltd,532826,RAJTV
1648,Filatex Fashions Ltd,532022,FILATFASH
1649,Uni Abex Alloy Products Ltd,504605,
1650,Kerala Ayurveda Ltd,530163,
1651,Shivam Autotech Ltd,532776,SHIVAMAUTO
1652,Suraj Products Ltd,518075,
1653,Megasoft Ltd,532408,MEGASOFT
1654,Vardhman Polytex Ltd,514175,VARDMNPOLY
1655,Triton Valves Ltd,505978,
1656,High Energy Batteries (India) Ltd,504176,
1657,IL&FS Engineering & Construction Co Ltd,532907,IL%26FSENGG
1658,3i Infotech Ltd,532628,3IINFOLTD
1659,Softsol India Ltd,532344,
1660,Orient Ceratech Ltd,504879,ORIENTCER
1661,Shankar Lal Rampal Dye-Chem Ltd,542232,SRD
1662,Lakshmi Mills Company Ltd,502958,
1663,Shalibhadra Finance Ltd,511754,
1664,Rajasthan Gases Ltd,526873,
1665,DJ Mediaprint & Logistics Ltd,543193,DJML
1666,Navkar Urbanstructure Ltd,531494,NAVKARURB
1667,Goa Carbon Ltd,509567,GOACARBON
1668,Alstone Textiles (India) Ltd,539277,
1669,Shree Rama Newsprint Ltd,500356,RAMANEWS
1670,Goodricke Group Ltd,500166,
1671,Nahar Capital & Financial Services Ltd,532952,NAHARCAP
1672,Rubfila International Ltd,500367,RUBFILA
1673,Ace Software Exports Ltd,531525,
1674,Thomas Scott India Ltd,533941,THOMASCOTT
1675,Venus Remedies Ltd,526953,VENUSREM
1676,IZMO Ltd,532341,IZMO
1677,Pradeep Metals Ltd,513532,
1678,OK Play India Ltd,526415,
1679,KCP Sugar & Industries Corporation Ltd,533192,KCPSUGIND
1680,Lyka Labs Ltd,500259,LYKALABS
1681,Titan Biotech Ltd,524717,
1682,BPL Ltd,500074,BPL
1683,Singer India Ltd,505729,
1684,Orient Bell Ltd,530365,ORIENTBELL
1685,Artificial Electronics Intelligent Material Ltd,526443,
1686,DE Nora India Ltd,590031,DENORA
1687,Mahamaya Steel Industries Ltd,513554,MAHASTEEL
1688,N R Agarwal Industries Ltd,516082,NRAIL
1689,Indokem Ltd,504092,
1690,Almondz Global Securities Ltd,531400,ALMONDZ
1691,Fluidomat Ltd,522017,
1692,Emami Realty Ltd,533218,EMAMIREAL
1693,EKI Energy Services Ltd,543284,
1694,Ashima Ltd,514286,ASHIMASYN
1695,Kothari Products Ltd,530299,KOTHARIPRO
1696,Swan Defence and Heavy Industries Ltd,533107,SWANDEF
1697,Riddhi Siddhi Gluco Biols Ltd,524480,
1698,Quest Capital Markets Ltd,500069,
1699,Indo US Bio-Tech Ltd,541304,INDOUS
1700,Kanoria Chemicals & Industries Ltd,506525,KANORICHEM
1701,Aarti Surfactants Ltd,543210,AARTISURF
1702,Harshil Agrotech Ltd,505336,
1703,PG Foils Ltd,526747,
1704,Visa Steel Ltd,532721,VISASTEEL
1705,U. Y. Fincorp Ltd,530579,UYFINCORP
1706,Valiant Laboratories Ltd,543998,VALIANTLAB
1707,TRF Ltd,505854,TRF
1708,Pasupati Acrylon Ltd,500456,PASUPTAC
1709,Nila Infrastructures Ltd,530377,NILAINFRA
1710,Diamines & Chemicals Ltd,500120,DIAMINESQ
1711,D P Wires Ltd,543962,DPWIRES
1712,Supreme Holdings & Hospitality Ltd,530677,SUPREME
1713,Lehar Footwears Ltd,532829,
1714,Alacrity Securities Ltd,535916,
1715,MIRC Electronics Ltd,500279,MIRCELECTR
1716,Mangalam Organics Ltd,514418,MANORG
1717,Harrisons Malayalam Ltd,500467,HARRMALAYA
1718,Indiabulls Enterprises Ltd,543715,IEL
1719,Ruchira Papers Ltd,532785,RUCHIRA
1720,AVG Logistics Ltd,543910,AVG
1721,Josts Engineering Company Ltd,505750,
1722,Axita Cotton Ltd,542285,AXITA
1723,Magna Electro Castings Ltd,517449,
1724,Aayush Wellness Ltd,539528,
1725,Anand Rayons Ltd,542721,
1726,DC Infotech & Communication Ltd,543636,DCI
1727,Aerpace Industries Ltd,534733,
1728,Global Vectra Helicorp Ltd,532773,GLOBALVECT
1729,International Travel House Ltd,500213,
1730,Dhabriya Polywood Ltd,538715,
1731,Ajanta Soya Ltd,519216,
1732,Robust Hotels Ltd,543901,RHL
1733,Hindusthan Urban Infrastructure Ltd,539984,
1734,Asahi Songwon Colors Ltd,532853,ASAHISONG
1735,Mold-Tek Technologies Ltd,526263,MOLDTECH
1736,Kings Infra Ventures Ltd,530215,
1737,Music Broadcast Ltd,540366,RADIOCITY
1738,Alufluoride Ltd,524634,
1739,Dynemic Products Ltd,532707,DYNPRO
1740,Brooks Laboratories Ltd,533543,BROOKS
1741,Commercial Syn Bags Ltd,539986,COMSYN
1742,Exxaro Tiles Ltd,543327,EXXARO
1743,Kamdhenu Ventures Ltd,543747,KAMOPAINTS
1744,Zenotech Laboratories Ltd,532039,
1745,Inspirisys Solutions Ltd,532774,INSPIRISYS
1746,Bombay Oxygen Investments Ltd,509470,
1747,Golden Crest Education & Services Ltd,540062,
1748,VIP Clothing Ltd,532613,VIPCLOTHNG
1749,South West Pinnacle Exploration Ltd,543986,SOUTHWEST
1750,Mawana Sugars Ltd,523371,MAWANASUG
1751,Sanjivani Paranteral Ltd,531569,
1752,Ravinder Heights Ltd,543251,RVHL
1753,Comfort Intech Ltd,531216,
1754,Majestic Auto Ltd,500267,
1755,Airan Ltd,543811,AIRAN
1756,Shardul Securities Ltd,512393,
1757,Sejal Glass Ltd,532993,SEJALLTD
1758,Baroda Rayon Corporation Ltd,500270,
1759,Rama Phosphates Ltd,524037,RAMAPHO
1760,Lords Chloro Alkali Ltd,500284,LORDSCHLO
1761,Investment & Precision Castings Ltd,504786,
1762,Aarvee Denims & Exports Ltd,514274,AARVEEDEN
1763,Indo National Ltd,504058,NIPPOBATRY
1764,Panchmahal Steel Ltd,513511,
1765,The Byke Hospitality Ltd,531373,BYKE
1766,B&B Triplewall Containers Ltd,543668,BBTCL
1767,Bemco Hydraulics Ltd,522650,
1768,Mangal Credit & Fincorp Ltd,505850,MANCREDIT
1769,Graviss Hospitality Ltd,509546,
1770,SMS Lifesciences India Ltd,540679,SMSLIFE
1771,Vijay Solvex Ltd,531069,
1772,ABM Knowledgeware Ltd,531161,
1773,Manaksia Steels Ltd,539044,MANAKSTEEL
1774,Multibase India Ltd,526169,
1775,Uday Jewellery Industries Ltd,539518,
1776,GHV Infra Projects Ltd,505504,
1777,Indag Rubber Ltd,509162,
1778,S & S Power Switchgear Ltd,517273,S%26SPOWER
1779,Gujarat Apollo Industries Ltd,522217,GUJAPOLLO
1780,GEE Ltd,504028,
1781,Mehai Technology Ltd,540730,
1782,Azad India Mobility Ltd,504731,
1783,Coastal Corporation Ltd,501831,COASTCORP
1784,Oil Country Tubular Ltd,500313,OILCOUNTUB
1785,DCM Nouvelle Ltd,542729,DCMNVL
1786,Bharat Road Network Ltd,540700,BRNL
1787,Nitin Castings Ltd,508875,
1788,Autoline Industries Ltd,532797,AUTOIND
1789,Sundaram Brake Linings Ltd,590072,SUNDRMBRAK
1790,Aries Agro Ltd,532935,ARIES
1791,Fredun Pharmaceuticals Ltd,539730,
1792,Mahindra EPC Irrigation Ltd,523754,MAHEPC
1793,Anjani Portland Cement Ltd,518091,APCL
1794,Pritika Auto Industries Ltd,539359,PRITIKAUTO
1795,Emerald Leisures Ltd,507265,
1796,Rudra Global Infra Products Ltd,539226,
1797,Quint Digital Ltd,539515,
1798,Kaya Ltd,539276,KAYA
1799,Sheetal Cool Products Ltd,540757,SCPL
1800,Cineline India Ltd,532807,CINELINE
1801,Trident Lifeline Ltd,543616,
1802,Emerald Finance Ltd,538882,
1803,Madhav Infra Projects Ltd,539894,
1804,Ucal Ltd,500464,UCAL
1805,Poddar Pigments Ltd,524570,PODDARMENT
1806,Sakthi Finance Ltd,511066,
1807,Mcleod Russel India Ltd,532654,MCLEODRUSS
1808,Shish Industries Ltd,540693,
1809,IL&FS Investment Managers Ltd,511208,IVC
1810,Vaarad Ventures Ltd,532320,
1811,Sharat Industries Ltd,519397,
1812,Gujarat Natural Resources Ltd,513536,
1813,Sobhagya Mercantile Ltd,512014,
1814,Taylormade Renewables Ltd,541228,
1815,Bhatia Communications & Retail (India) Ltd,540956,
1816,GTT Data Solutions Ltd,530457,
1817,KBC Global Ltd,541161,KBCGLOBAL
1818,Pil Italica Lifestyle Ltd,500327,PILITA
1819,Lokesh Machines Ltd,532740,LOKESHMACH
1820,Manomay Tex India Ltd,540396,MANOMAY
1821,Yogi Ltd,511702,
1822,Gennex Laboratories Ltd,531739,
1823,Starteck Finance Ltd,512381,STARTECK
1824,Nath Bio-Genes (India) Ltd,537291,NATHBIOGEN
1825,Ambalal Sarabhai Enterprises Ltd,500009,
1826,Uma Exports Ltd,543513,UMAEXPORTS
1827,Hitech Corporation Ltd,526217,HITECHCORP
1828,NDL Ventures Ltd,500189,NDLVENTURE
1829,Keltech Energies Ltd,506528,
1830,Power & Instrumentation (Gujarat) Ltd,543912,PIGL
1831,Mizzen Ventures Ltd,531537,
1832,Akme Fintrade (India) Ltd,544200,AFIL
1833,Jaysynth Orgochem Ltd,524592,
1834,Batliboi Ltd,522004,
1835,Menon Pistons Ltd,531727,
1836,Asi Industries Ltd,502015,
1837,M K Exim (India) Ltd,538890,
1838,UFO Moviez India Ltd,539141,UFO
1839,A2Z Infra Engineering Ltd,533292,A2ZINFRA
1840,Vuenow Infratech Ltd,531997,
1841,DRC Systems India Ltd,543268,DRCSYSTEMS
1842,Vibhor Steel Tubes Ltd,544124,VSTL
1843,Radix Industries (India) Ltd,531412,
1844,Kanpur Plastipack Ltd,507779,KANPRPLA
1845,Integra Essentia Ltd,535958,ESSENTIA
1846,Cosmo Ferrites Ltd,523100,
1847,Digicontent Ltd,542685,DGCONTENT
1848,Emergent Industrial Solutions Ltd,506180,
1849,Marble City India Ltd,531281,
1850,Vintron Informatics Ltd,517393,
1851,Shemaroo Entertainment Ltd,538685,SHEMAROO
1852,Kaycee Industries Ltd,504084,
1853,Coral Laboratories Ltd,524506,
1854,Arunjyoti Bio Ventures Ltd,530881,
1855,Mini Diamonds (India) Ltd,523373,
1856,India Gelatine & Chemicals Ltd,531253,
1857,Jay Shree Tea & Industries Ltd,509715,JAYSREETEA
1858,Oxygenta Pharmaceutical Ltd,524636,
1859,Surana Telecom and Power Ltd,517530,SURANAT%26P
1860,KM Sugar Mills Ltd,532673,KMSUGAR
1861,Refex Renewables & Infrastructure Ltd,531260,
1862,Shradha AI Technologies Ltd,543976,
1863,Star Housing Finance Ltd,539017,
1864,Dev Information Technology Ltd,543462,DEVIT
1865,Maral Overseas Ltd,521018,MARALOVER
1866,Patels Airtemp (India) Ltd,517417,
1867,Atlantaa Ltd,532759,ATLANTAA
1868,Veer Global Infraconstruction Ltd,543241,
1869,Gujarat Toolroom Ltd,513337,
1870,Shri Keshav Cements & Infra Ltd,530977,
1871,Sigma Solve Ltd,543917,SIGMA
1872,Tierra Agrotech Ltd,543531,
1873,NTC Industries Ltd,526723,
1874,Country Club Hospitality & Holidays Ltd,526550,CCHHL
1875,Northern Spirits Ltd,542628,
1876,Valiant Communications Ltd,526775,
1877,Leading Leasing Finance & Investment Company Ltd,540360,
1878,Anik Industries Ltd,519383,ANIKINDS
1879,Indian Toners & Developers Ltd,523586,
1880,Aveer Foods Ltd,543737,
1881,Niraj Cement Structurals Ltd,532986,NIRAJ
1882,Trejhara Solutions Ltd,542233,TREJHARA
1883,Super Sales India Ltd,512527,
1884,Halder Venture Ltd,539854,
1885,M K Proteins Ltd,543919,MKPL
1886,Competent Automobiles Company Ltd,531041,
1887,The Indian Wood Products Company Ltd,540954,
1888,T T Ltd,514142,TTL
1889,Virinchi Ltd,532372,VIRINCHI
1890,Talbros Engineering Ltd,538987,
1891,Ponni Sugars (Erode) Ltd,532460,PONNIERODE
1892,Sakthi Sugars Ltd,507315,SAKHTISUG
1893,Birla Precision Technologies Ltd,522105,
1894,Shiva Texyarn Ltd,511108,SHIVATEX
1895,Rathi Steel & Power Ltd,504903,
1896,Sahyadri Industries Ltd,532841,SAHYADRI
1897,Stratmont Industries Ltd,530495,
1898,Star Paper Mills Ltd,516022,STARPAPER
1899,Panasonic Energy India Company Ltd,504093,
1900,Capital Trade Links Ltd,538476,
1901,Vipul Organics Ltd,530627,
1902,Modi Rubber Ltd,500890,MODIRUBBER
1903,Brady & Morris Engineering Company Ltd,505690,
1904,Pharmaids Pharmaceuticals Ltd,524572,
1905,Swadeshi Polytex Ltd,503816,
1906,KPT Industries Ltd,505299,
1907,True Green Bio Energy Ltd,533407,
1908,Shreyans Industries Ltd,516016,SHREYANIND
1909,Tera Software Ltd,533982,TERASOFT
1910,Nimbus Projects Ltd,511714,
1911,Zodiac Clothing Company Ltd,521163,ZODIACLOTH
1912,Plaza Wires Ltd,544003,PLAZACABLE
1913,Bambino Agro Industries Ltd,519295,
1914,Megastar Foods Ltd,541352,MEGASTAR
1915,Gourmet Gateway India Ltd,506134,
1916,Bhilwara Technical Textiles Ltd,533108,
1917,PPAP Automotive Ltd,532934,PPAP
1918,Trigyn Technologies Ltd,517562,TRIGYN
1919,Bhagyanagar India Ltd,512296,BHAGYANGR
1920,Sicagen India Ltd,533014,
1921,Galaxy Cloud Kitchens Ltd,506186,
1922,Welspun Investments & Commercials Ltd,533252,WELINV
1923,Captain Pipes Ltd,538817,
1924,Jasch Gauging Technologies Ltd,544112,
1925,Shri Gang Industries & Allied Products Ltd,523309,
1926,Paul Merchants Ltd,539113,
1927,Aban Offshore Ltd,523204,ABAN
1928,LGB Forge Ltd,533007,
1929,Kimia Biosciences Ltd,530313,
1930,Setco Automotive Ltd,505075,SETCO
1931,Dai-ichi Karkaria Ltd,526821,
1932,Ashapuri Gold Ornament Ltd,542579,
1933,Jay Ushin Ltd,513252,
1934,Nureca Ltd,543264,NURECA
1935,Intense Technologies Ltd,532326,INTENTECH
1936,Udayshivakumar Infra Ltd,543861,USK
1937,Everest Organics Ltd,524790,
1938,Newtime Infrastructure Ltd,531959,
1939,Mahalaxmi Rubtech Ltd,514450,MHLXMIRU
1940,North Eastern Carrying Corporation Ltd,534615,NECCLTD
1941,Sera Investments & Finance India Ltd,512399,
1942,Balgopal Commercial Ltd,539834,
1943,Garnet International Ltd,512493,
1944,Sayaji Hotels (Indore) Ltd,544080,
1945,Tips Films Ltd,543614,TIPSFILMS
1946,GTV Engineering Ltd,539479,
1947,Rana Sugars Ltd,507490,RANASUG
1948,Cords Cable Industries Ltd,532941,CORDSCABLE
1949,Asian Hotels (East) Ltd,533227,AHLEAST
1950,Alpa Laboratories Ltd,532878,ALPA
1951,Sangam Finserv Ltd,538714,
1952,Lakshmi Electrical Control Systems Ltd,504258,
1953,Mercantile Ventures Ltd,538942,
1954,Panasonic Carbon India Company Ltd,508941,
1955,RRIL Ltd,531307,
1956,Tainwala Chemicals & Plastics (India) Ltd,507785,TAINWALCHM
1957,Equippp Social Impact Technologies Ltd,590057,EQUIPPP
1958,Galaxy Bearings Ltd,526073,
1959,SAB Industries Ltd,539112,
1960,Vishwaraj Sugar Industries Ltd,542852,VISHWARAJ
1961,Bannari Amman Spinning Mills Ltd,532674,BASML
1962,Bharat Agri Fert & Realty Ltd,531862,
1963,AGS Transact Technologies Ltd,543451,AGSTRA
1964,Kanoria Energy & Infrastructure Ltd,539620,
1965,Avro India Ltd,543512,AVROIND
1966,Purple Finance Ltd,544191,
1967,Trishakti Industries Ltd,531279,
1968,Loyal Equipments Ltd,539227,
1969,Amba Enterprises Ltd,539196,
1970,Nutricircle Ltd,530219,
1971,Available Finance Ltd,531310,
1972,Cressanda Railway Solutions Ltd,512379,
1973,Neelamalai Agro Industries Ltd,508670,
1974,Sadbhav Engineering Ltd,532710,SADBHAV
1975,Mangalam Industrial Finance Ltd,537800,
1976,Indowind Energy Ltd,532894,INDOWIND
1977,Supreme Infrastructure India Ltd,532904,SUPREMEINF
1978,CHL Ltd,532992,
1979,Gillanders Arbuthnot & Company Ltd,532716,GILLANDERS
1980,Zee Learn Ltd,533287,ZEELEARN
1981,International Combustion (India) Ltd,505737,
1982,Rossell India Ltd,533168,ROSSELLIND
1983,Aion-Tech Solutions Ltd,531439,GOLDTECH
1984,Universus Photo Imagings Ltd,542933,UNIVPHOTO
1985,AMJ Land Holdings Ltd,500343,AMJLAND
1986,Aarnav Fashions Ltd,539562,
1987,ABans Enterprises Ltd,512165,
1988,GP Petroleums Ltd,532543,GULFPETRO
1989,Empower India Ltd,504351,
1990,Waterbase Ltd,523660,WATERBASE
1991,Chemtech Industrial Valves Ltd,537326,
1992,Scan Steels Ltd,511672,
1993,Swastika Investmart Ltd,530585,
1994,Natural Capsules Ltd,524654,NATCAPSUQ
1995,Variman Global Enterprises Ltd,540570,
1996,Sah Polymers Ltd,543743,SAH
1997,Innovassynth Investments Ltd,533315,
1998,Murudeshwar Ceramics Ltd,515037,MURUDCERA
1999,Kesar Petroproducts Ltd,524174,
2000,Panchsheel Organics Ltd,531726,
2001,Rane Engine Valve Ltd,532988,RANEENGINE
2002,Global Offshore Services Ltd,501848,
2003,Ecoplast Ltd,526703,
2004,Sayaji Hotels (Pune) Ltd,544090,
2005,Eyantra Ventures Ltd,512099,
2006,Confidence Futuristic Energetech Ltd,539991,
2007,Silverline Technologies Ltd,500389,
2008,Cochin Minerals & Rutile Ltd,513353,
2009,Omax Autos Ltd,520021,OMAXAUTO
2010,Milgrey Finance & Investments Ltd,511018,
2011,Dolfin Rubbers Ltd,542013,
2012,One Global Service Provider Ltd,514330,
2013,Hilton Metal Forging Ltd,532847,HILTON
2014,Narmada Gelatines Ltd,526739,
2015,Alliance Integrated Metaliks Ltd,534064,
2016,Hindusthan National Glass & Industries Ltd,515145,HINDNATGLS
2017,Bimetal Bearings Ltd,505681,
2018,Shah Metacorp Ltd,533275,SHAH
2019,Rainbow Foundations Ltd,531694,
2020,Milkfood Ltd,507621,
2021,Dhunseri Tea & Industries Ltd,538902,DTIL
2022,Sarthak Metals Ltd,540393,SMLT
2023,Veto Switchgears & Cables Ltd,539331,VETO
2024,Kalyani Forge Ltd,513509,KALYANIFRG
2025,Duroply Industries Ltd,516003,
2026,S V Global Mill Ltd,535621,
2027,Caprihans India Ltd,509486,
2028,Mangalam Seeds Ltd,539275,
2029,RDB Rasayans Ltd,533608,
2030,Lorenzini Apparels Ltd,540952,LAL
2031,Ruchi Infrastructure Ltd,509020,RUCHINFRA
2032,Ludlow Jute & Specialities Ltd,526179,
2033,Alpine Housing Development Corporation Ltd,526519,
2034,W H Brady & Co Ltd,501391,
2035,Aartech Solonics Ltd,542580,AARTECH
2036,Ducon Infratechnologies Ltd,534674,DUCON
2037,Bafna Pharmaceuticals Ltd,532989,BAFNAPH
2038,Coromandel Engineering Company Ltd,533167,
2039,Praxis Home Retail Ltd,540901,PRAXIS
2040,Chemcrux Enterprises Ltd,540395,
2041,Regency Fincorp Ltd,540175,
2042,HB Estate Developers Ltd,532334,
2043,IP Rings Ltd,523638,
2044,DCM Ltd,502820,DCM
2045,Gamco Ltd,540097,
2046,Apollo Finvest (India) Ltd,512437,
2047,G G Automotive Gears Ltd,531399,
2048,Emmbi Industries Ltd,533161,EMMBI
2049,Magnum Ventures Ltd,532896,MAGNUM
2050,Ginni Filaments Ltd,590025,GINNIFILA
2051,Hindustan Adhesives Ltd,514428,
2052,Naturite Agro Products Ltd,538926,
2053,Hindustan Organic Chemicals Ltd,500449,
2054,Star Delta Transformers Ltd,539255,
2055,Asarfi Hospital Ltd,543943,
2056,Upsurge Investment & Finance Ltd,531390,
2057,Krebs Biochemicals & Industries Ltd,524518,KREBSBIO
2058,Kanchi Karpooram Ltd,538896,
2059,ARCL Organics Ltd,543993,
2060,G G Engineering Ltd,540614,
2061,BSL Ltd,514045,BSL
2062,Bright Brothers Ltd,526731,
2063,Archidply Industries Ltd,532994,ARCHIDPLY
2064,Winsome Textile Industries Ltd,514470,
2065,Active Clothing Co Ltd,541144,
2066,Inventure Growth & Securities Ltd,533506,INVENTURE
2067,Regis Industries Ltd,543208,
2068,AksharChem (India) Ltd,524598,AKSHARCHEM
2069,PMC Fincorp Ltd,534060,
2070,Mukta Arts Ltd,532357,MUKTAARTS
2071,R S Software (India) Ltd,517447,RSSOFTWARE
2072,Trident Texofab Ltd,540726,
2073,Metroglobal Ltd,500159,
2074,Indian Terrain Fashions Ltd,533329,INDTERRAIN
2075,Jyoti Ltd,504076,
2076,Shree Ajit Pulp and Paper Ltd,538795,
2077,Sayaji Industries Ltd,540728,
2078,Syschem (India) Ltd,531173,
2079,Shyam Century Ferrous Ltd,539252,SHYAMCENT
2080,Superhouse Ltd,523283,SUPERHOUSE
2081,SBEC Sugar Ltd,532102,
2082,Odyssey Corporation Ltd,531996,
2083,Samrat Forgings Ltd,543229,
2084,JK Agri Genetics Ltd,536493,
2085,Weizmann Ltd,523011,WEIZMANIND
2086,LKP Securities Ltd,540192,
2087,Ekansh Concepts Ltd,531364,
2088,Sadbhav Infrastructure Projects Ltd,539346,SADBHIN
2089,RSD Finance Ltd,539875,
2090,Cenlub Industries Ltd,522251,
2091,Oriental Carbon & Chemicals Ltd,506579,OCCL
2092,Tulive Developers Ltd,505285,
2093,ATV Projects India Ltd,500028,
2094,South India Paper Mills Ltd,516108,
2095,Ultracab (India) Ltd,538706,
2096,National Plastic Technologies Ltd,531287,
2097,Surana Solar Ltd,533298,SURANASOL
2098,Intrasoft Technologies Ltd,533181,ISFT
2099,Lancor Holdings Ltd,509048,LANCORHOL
2100,Parshva Enterprises Ltd,542694,
2101,Shri Dinesh Mills Ltd,503804,
2102,Golkunda Diamonds & Jewellery Ltd,523676,
2103,Zeal Aqua Ltd,539963,
2104,D & H India Ltd,517514,
2105,Softrak Venture Investment Ltd,531529,
2106,United Van Der Horst Ltd,522091,
2107,India Steel Works Ltd,513361,
2108,La Tim Metal & Industries Ltd,505693,
2109,Generic Engineering Construction & Projects Ltd,539407,GENCON
2110,Seacoast Shipping Services Ltd,542753,
2111,Dhruv Consultancy Services Ltd,541302,DHRUV
2112,Savera Industries Ltd,512634,
2113,Tirupati Starch & Chemicals Ltd,524582,
2114,Sanmit Infra Ltd,532435,
2115,BDH Industries Ltd,524828,
2116,Jhaveri Credits & Capital Ltd,531550,
2117,7Seas Entertainment Ltd,540874,
2118,Times Guaranty Ltd,511559,TIMESGTY
2119,S.A.L Steel Ltd,532604,SALSTEEL
2120,IVP Ltd,507580,IVP
2121,Vipul Ltd,511726,VIPULLTD
2122,Maximus International Ltd,540401,
2123,Alphageo (India) Ltd,526397,ALPHAGEO
2124,Mauria Udyog Ltd,539219,
2125,Virat Industries Ltd,530521,
2126,DHP India Ltd,531306,
2127,Hindustan Tin Works Ltd,530315,
2128,Umang Dairies Ltd,500231,UMANGDAIRY
2129,B C C Fuba India Ltd,517246,
2130,Somi Conveyor Beltings Ltd,533001,SOMICONVEY
2131,Prajay Engineers Syndicate Ltd,531746,PRAENG
2132,Teamo Productions HQ Ltd,533048,TPHQ
2133,Delphi World Money Ltd,533452,DELPHIFX
2134,Texmo Pipes & Products Ltd,533164,TEXMOPIPES
2135,VJTF Eduservices Ltd,509026,
2136,Indian Infotech and Software Ltd,509051,
2137,Alfred Herbert (India) Ltd,505216,
2138,Optimus Finance Ltd,531254,
2139,Sonal Mercantile Ltd,538943,
2140,Prudential Sugar Corporation Ltd,500342,PRUDMOULI
2141,RTS Power Corporation Ltd,531215,
2142,Globus Power Generation Ltd,526025,
2143,G M Polyplast Ltd,543239,
2144,Incredible Industries Ltd,538365,INCREDIBLE
2145,Atishay Ltd,538713,
2146,Indian Sucrose Ltd,500319,
2147,Maha Rashtra Apex Corporation Ltd,523384,MAHAPEXLTD
2148,Nath Industries Ltd,502587,
2149,Prima Plastics Ltd,530589,
2150,Modulex Construction Technologies Ltd,504273,
2151,Rajnish Retail Ltd,530525,
2152,Keynote Financial Services Ltd,512597,KEYFINSERV
2153,Simplex Castings Ltd,513472,
2154,Reliance Home Finance Ltd,540709,RHFL
2155,CG-VAK Software & Exports Ltd,531489,
2156,Xelpmoc Design and Tech Ltd,542367,XELPMOC
2157,Denis Chem Lab Ltd,537536,
2158,Manaksia Aluminium Company Ltd,539045,MANAKALUCO
2159,Coral India Finance & Housing Ltd,531556,CORALFINAC
2160,Murae Organisor Ltd,542724,
2161,Surat Trade & Merchantile Ltd,530185,
2162,Century Extrusions Ltd,500083,CENTEXT
2163,Candour Techtex Ltd,522292,
2164,Him Teknoforge Ltd,505712,
2165,Apis India Ltd,506166,
2166,MRP Agro Ltd,543262,
2167,Sharp India Ltd,523449,
2168,Starlineps Enterprises Ltd,540492,
2169,Housing Development & Infrastructure Ltd,532873,HDIL
2170,Polson Ltd,507645,
2171,Samor Reality Ltd,543376,
2172,Thacker & Company Ltd,509945,
2173,Odyssey Technologies Ltd,530175,
2174,Gujarat State Financial Corporation,532160,
2175,Credent Global Finance Ltd,539598,
2176,Dhoot Industrial Finance Ltd,526971,
2177,Tamboli Industries Ltd,533170,
2178,Indbank Merchant Banking Services Ltd,511473,INDBANK
2179,BN Holdings Ltd,526125,
2180,Kemp & Co Ltd,506530,
2181,Thakkers Developers Ltd,526654,
2182,JSL Industries Ltd,504080,
2183,Kati patang Lifestyle Ltd,531126,
2184,Tyche Industries Ltd,532384,
2185,Auro Laboratories Ltd,530233,
2186,Indian Card Clothing Company Ltd,509692,INDIANCARD
2187,Hindprakash Industries Ltd,543645,HPIL
2188,Ratnabhumi Developers Ltd,540796,
2189,Elnet Technologies Ltd,517477,
2190,B & A Ltd,508136,
2191,Modern Threads (I) Ltd,500282,MODTHREAD
2192,Lakshmi Engineering & Warehousing Ltd,505302,
2193,Ganges Securities Ltd,540647,GANGESSECU
2194,GTL Ltd,500160,GTL
2195,Compucom Software Ltd,532339,COMPUSOFT
2196,Gujarat Intrux Ltd,517372,
2197,Smartlink Holdings Ltd,532419,SMARTLINK
2198,Kaira Can Company Ltd,504840,
2199,Sharda Ispat Ltd,513548,
2200,Pacific Industries Ltd,523483,
2201,Take Solutions Ltd,532890,TAKE
2202,Agribio Spirits Ltd,539546,
2203,Lactose (India) Ltd,524202,
2204,Pee Cee Cosma Sope Ltd,524136,
2205,Shahlon Silk Industries Ltd,542862,
2206,Mitsu Chem Plast Ltd,540078,
2207,Rajshree Sugars & Chemicals Ltd,500354,RAJSREESUG
2208,Bal Pharma Ltd,524824,BALPHARMA
2209,Avishkar Infra Realty Ltd,508929,
2210,Samkrg Pistons & Rings Ltd,520075,
2211,Machino Plastics Ltd,523248,
2212,Smruthi Organics Ltd,540686,
2213,MRO-TEK Realty Ltd,532376,MRO-TEK
2214,Pro Fin Capital Services Ltd,511557,
2215,Sizemasters Technology Ltd,513496,
2216,Sanco Trans Ltd,523116,
2217,Aksh Optifibre Ltd,532351,AKSHOPTFBR
2218,Cubex Tubings Ltd,526027,CUBEXTUB
2219,Shri Bajrang Alliance Ltd,526981,
2220,Sumuka Agro Industries Ltd,532070,
2221,BITS Ltd,526709,
2222,B & A Packaging India Ltd,523186,
2223,Avance Technologies Ltd,512149,
2224,Lovable Lingerie Ltd,533343,LOVABLE
2225,Suditi Industries Ltd,521113,
2226,Premco Global Ltd,530331,
2227,Tarmat Ltd,532869,TARMAT
